country;designation;points;price;province;region_1;region_2;variety;winery;last_year_points
Italy;Quarz;92;60.0;Northeastern Italy;Alto Adige;;Sauvignon;Cantina Terlano;98
France;;92;;Southwest France;Cahors;;Malbec;Château du Cèdre;89
France;Réserve;92;30.0;Bordeaux;Graves;;Bordeaux-style Red Blend;Château Haut Selve;85
US;Lampyridae Vineyards;92;100.0;California;Mount Veeder;Napa;Cabernet Sauvignon;Communication Block;100
US;Le Mistral Vineyard;92;35.0;California;Monterey County;Central Coast;Syrah;Baker & Brain;97
France;Les Charmes Dessus;91;60.0;Burgundy;Santenay;;Chardonnay;Domaine de Bellene;83
France;Cuvée Germain;91;16.0;Southwest France;Côtes du Tarn;;Bordeaux-style Red Blend;Domaine D'en Ségur;100
France;Quintessence;91;40.0;Burgundy;Pouilly-Fuissé;;Chardonnay;Domaine Sangouard-Guyot;99
US;Clay Court;91;60.0;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Elk Cove;91
France;;91;100.0;Burgundy;Clos de Vougeot;;Pinot Noir;Evening Land;94
Portugal;;91;18.0;Alentejano;;;Touriga Nacional;Herdade de São Miguel;89
US;;91;16.0;Oregon;Oregon;Oregon Other;Pinot Gris;Iris Vineyards;93
US;Kruse Vineyards;91;42.0;California;Paso Robles;Central Coast;Syrah;Jack Creek;93
France;Cami Salié;91;;Southwest France;Jurançon Sec;;Gros and Petit Manseng;Lionel Osmin & Cie;91
US;Rosé of;91;20.0;California;Napa Valley;Napa;Pinot Noir;Brick & Mortar;87
Italy;Prail;91;25.0;Northeastern Italy;Alto Adige;;Sauvignon;Colterenzio;82
Italy;Puiten;91;23.0;Northeastern Italy;Alto Adige;;Pinot Grigio;Colterenzio;80
US;Estate Grown;91;38.0;California;Carneros;Napa-Sonoma;Pinot Noir;Cuvaison;95
US;Nova Vineyard;91;32.0;California;Clear Lake;Mendocino/Lake Counties;Zinfandel;De Loach;85
US;The Funk Estate;94;60.0;Washington;Walla Walla Valley (WA);Columbia Valley;Syrah;Saviah;87
US;Estate Bottled;94;30.0;California;Napa Valley;Napa;Riesling;Smith-Madrone;87
Italy;Vigneto Monte Sant'Urbano;94;85.0;Veneto;Amarone della Valpolicella Classico;;Red Blend;Speri;88
US;White;94;30.0;California;Napa Valley;Napa;Riesling;Stony Hill;85
US;Sierra Madre Vineyard;94;65.0;California;Santa Maria Valley;Central Coast;Pinot Noir;Testarossa;85
New Zealand;Maté's Vineyard;94;57.0;Kumeu;;;Chardonnay;Kumeu River;85
US;Bergström Vineyard;94;90.0;Oregon;Dundee Hills;Willamette Valley;Pinot Noir;Bergström;86
US;Angel Hawk;94;85.0;California;Anderson Valley;Mendocino/Lake Counties;Pinot Noir;Black Kite;92
US;King Ridge Vineyard Hirsch Selection;94;70.0;California;Fort Ross-Seaview;Sonoma;Pinot Noir;Blue Farm;89
US;Evenstad Reserve;94;70.0;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Domaine Serene;98
US;Bacigalupi Vineyard;94;60.0;California;Russian River Valley;Sonoma;Pinot Noir;Gary Farrell;100
Italy;Contrada Salvarenza Vecchie Vigne;94;38.0;Veneto;Soave Classico;;Garganega;Gini;89
Italy;La Froscà;94;29.0;Veneto;Soave Classico;;Garganega;Gini;84
US;Outer Limits;94;155.0;California;Napa Valley;Napa;Cabernet Sauvignon;Parallel;89
US;Durant Vineyard Bishop Block;94;48.0;Oregon;Dundee Hills;Willamette Valley;Pinot Noir;Patricia Green Cellars;91
US;Godspeed;94;95.0;California;Mount Veeder;Napa;Cabernet Sauvignon;Sbragia;82
US;Tognetti Vineyard Brut;94;80.0;California;Carneros;Napa-Sonoma;Sparkling Blend;Schramsberg;87
US;Ribbon Ridge Estate;94;49.0;Oregon;Ribbon Ridge;Willamette Valley;Pinot Noir;Trisaetum;99
France;Château Montus;94;35.0;Southwest France;Madiran;;Tannat-Cabernet;Vignobles Brumont;99
US;Old Stones;94;50.0;Washington;Walla Walla Valley (WA);Columbia Valley;Syrah;Waters;82
France;La Bégude;94;44.0;Provence;Bandol;;Provence red blend;Domaine de la Bégude;95
Spain;QP;94;68.0;Northern Spain;Rioja;;Tempranillo Blend;Bodega Classica;95
France;;94;20.0;Provence;Coteaux d'Aix-en-Provence;;Rosé;Château Vignelaure;96
Spain;Prestigio Pago de las Solanas;94;;Northern Spain;Ribera del Duero;;Red Blend;Matarromera;81
US;Pellet Vineyard;94;95.0;California;Napa Valley;Napa;Cabernet Sauvignon;Pellet Estate;89
France;La Bégude;94;44.0;Provence;Bandol;;Provence red blend;Domaine de la Bégude;85
Argentina;Alta Barrancas Vineyards;94;50.0;Mendoza Province;Mendoza;;Cabernet Sauvignon;Pascual Toso;92
France;Garrus;94;100.0;Provence;Côtes de Provence;;Rosé;Château d'Esclans;86
France;Cuvée Marguerite Massaut;94;70.0;Southwest France;Cahors;;Malbec;Château Lagrézette;97
US;Aurora Vineyard;94;63.0;Oregon;Willamette Valley;Willamette Valley;Chardonnay;Ponzi;98
Italy;Monvigliero;91;75.0;Piedmont;Barolo;;Nebbiolo;Fratelli Alessandria;89
Germany;Graacher Himmelreich Kabinett;91;23.0;Mosel;;;Riesling;Friedrich-Wilhelm-Gymnasium;85
US;Latro;91;50.0;California;Knights Valley;Sonoma;Cabernet Sauvignon;Galerie;81
Spain;Etiqueta Ambar;91;22.0;Galicia;Rías Baixas;;Albariño;Granbazán;88
US;Grieve Family Vineyard;91;45.0;California;Napa Valley;Napa;Sauvignon Blanc;Grieve;80
Portugal;Grande Rocim Reserva;91;130.0;Alentejano;;;Alicante Bouschet;Herdade do Rocim;95
US;XCV;91;38.0;California;Paso Robles Willow Creek District;Central Coast;Rhône-style White Blend;Jada Vineyard & Winery;82
US;;91;30.0;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;La Crema;85
US;Rosé of;91;22.0;California;Knights Valley;Sonoma;Syrah;Lawer;98
Italy;Bergera Pezzole;91;;Piedmont;Barolo;;Nebbiolo;Le Strette;86
Italy;Coste di Rose;91;90.0;Piedmont;Barolo;;Nebbiolo;Marchesi di Barolo;87
US;Emblem Oso Vineyard;91;60.0;California;Napa Valley;Napa;Cabernet Sauvignon;Michael Mondavi Family Estate;87
Italy;Brunate;91;115.0;Piedmont;Barolo;;Nebbiolo;Oddero;96
Portugal;Telhas;91;30.0;Alentejano;;;Rhône-style Red Blend;Terras de Alter;91
Portugal;Terra d'Alter;91;14.0;Alentejano;;;Aragonês;Terras de Alter;86
US;Lone Oak Vineyard;91;48.0;California;Santa Lucia Highlands;Central Coast;Chardonnay;Testarossa;89
US;Starr Ridge Vineyard Estate;91;40.0;California;Russian River Valley;Sonoma;Chardonnay;Thomas George;93
Germany;Saulheimer Probstey Trocken;91;39.0;Rheinhessen;;;Silvaner;Thörle;85
Italy;Paesi Tuoi;91;60.0;Piedmont;Barolo;;Nebbiolo;Vite Colte;83
US;Sierra Madre Vineyard;91;50.0;California;Santa Maria Valley;Central Coast;Chardonnay;Wedell Cellars;98
US;Juliard Vineyard;91;48.0;Oregon;Dundee Hills;Willamette Valley;Pinot Noir;Winderlea;90
France;Grand Cru Blanc de Blancs Chouilly Brut;91;54.0;Champagne;Champagne;;Chardonnay;A.R. Lenoble ;95
Portugal;Garrafeira;91;42.0;Alentejo;;;Portuguese Red;Adega Cooperativa de Borba;96
US;Brut Rosé;91;50.0;Oregon;Willamette Valley;Willamette Valley;Sparkling Blend;Argyle;92
Israel;;91;40.0;Golan Heights;;;Cabernet Sauvignon;Bazelet HaGolan;98
US;Rosella's Vineyard;91;40.0;California;Santa Lucia Highlands;Central Coast;Chardonnay;Bernardus;93
US;;91;42.0;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Big Table Farm;83
Italy;Parej;91;85.0;Piedmont;Barolo;;Nebbiolo;Icardi;100
Spain;Crianza;91;32.0;Northern Spain;Ribera del Duero;;Tempranillo;Matarromera;85
US;Cuore della Vigne;90;41.0;California;Paso Robles;Central Coast;Red Blend;Le Vigne;94
US;Kiler Grove Vineyard;90;27.0;California;Paso Robles Willow Creek District;Central Coast;Ugni Blanc;Paix Sur Terre;80
US;Winemaker's Reserve;90;29.0;Oregon;Umpqua Valley;Southern Oregon;Grüner Veltliner;Reustle;100
France;Galets Oligocène;90;33.0;Alsace;Alsace;;Pinot Noir;Domaine Bott-Geyl;84
France;;90;70.0;Burgundy;Gevrey-Chambertin;;Pinot Noir;Domaine Faiveley;97
US;;90;19.0;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Pike Road;99
Italy;;90;22.0;Sicily & Sardinia;Vittoria;;Frappato;Planeta;88
Germany;Dry;90;25.0;Württemberg;;;Lemberger;Schnaitmann;100
France;Vieilles Vignes;90;27.0;Alsace;Alsace;;Sylvaner;Domaine Ostertag;82
France;Vieilles Vignes;90;22.0;Alsace;Alsace;;Chasselas;Domaine Schoffit;92
France;Zind;90;30.0;Alsace;Alsace;;Alsace white blend;Domaine Zind-Humbrecht;86
US;;90;15.0;Oregon;Oregon;Oregon Other;Pinot Gris;Firesteed;89
US;Sisters Estate;90;45.0;Oregon;Dundee Hills;Willamette Valley;Pinot Noir;The Eyrie Vineyards;100
France;Domaine du Pavillon Clos des Ursulines;90;80.0;Burgundy;Pommard;;Pinot Noir;Albert Bichot;98
Italy;Adenzia;90;;Sicily & Sardinia;Sicilia;;White Blend;Baglio del Cristo di Campobello;85
Italy;SP68 Bianco;90;;Sicily & Sardinia;Terre Siciliane;;White Blend;Occhipinti;98
US;;90;18.0;Oregon;Oregon;Oregon Other;Albariño;J. Scott Cellars;85
Italy;;90;19.0;Southern Italy;Greco di Tufo;;Greco;Villa Raiano;81
Germany;Bernkasteler Badstube Kabinett;90;31.0;Mosel;;;Riesling;Dr. H. Thanisch (Erben Thanisch);85
US;;90;15.0;California;California;California Other;Cabernet Sauvignon;Hahn;90
US;;90;15.0;California;North Coast;North Coast;Cabernet Sauvignon;Lyeth;81
US;Classic Collection;90;24.0;California;Napa Valley;Napa;Merlot;Napa Cellars;87
US;Rector Creek Vineyard;90;80.0;California;Napa Valley;Napa;Red Blend;Paraduxx;92
Spain;Reserva;90;35.0;Northern Spain;Ribera del Duero;;Tempranillo;Quintana de Cue;92
Germany;Trocken;90;40.0;Ahr;;;Früburgunder;Winzergenossenschaft Mayschoss-Altenahr;93
Spain;Orquestal;90;28.0;Central Spain;La Mancha;;Tempranillo;Casa del Valle;90
US;;90;50.0;California;Napa Valley;Napa;Cabernet Sauvignon;Freemark Abbey;92
US;Olson Vineyard;90;28.0;California;Dry Creek Valley;Sonoma;Cabernet Sauvignon;Joleté;86
US;The Truant;90;36.0;California;California;California Other;Rhône-style Red Blend;Prospect 772;86
US;;90;40.0;California;Red Hills Lake County;Mendocino/Lake Counties;Cabernet Sauvignon;Boatique;83
US;Proprietor's Reserve;90;50.0;California;Central Coast;Central Coast;Chardonnay;Hearst Ranch;99
US;Cabovation Destiny Vineyards Mt. Christo Block Reserve;90;75.0;California;Paso Robles;Central Coast;Cabernet Sauvignon;Hunt Cellars;81
Italy;;90;60.0;Tuscany;Brunello di Montalcino;;Sangiovese;La Fiorita;88
US;Seven Hills Vineyard;90;46.0;Washington;Walla Walla Valley (WA);Columbia Valley;Malbec;Merry Cellars;95
Canada;Compendium;90;70.0;British Columbia;Okanagan Valley;;Bordeaux-style Red Blend;Mission Hill;92
Spain;Albariño de Fefiñanes;90;26.0;Galicia;Rías Baixas;;Albariño;Palacio de Fefiñanes;98
France;Terre de Maimbray;90;;Loire Valley;Sancerre;;Pinot Noir;Pascal & Nicolas Reverdy;83
Italy;Villa al Cortile Riserva;90;60.0;Tuscany;Brunello di Montalcino;;Sangiovese;Piccini;89
Italy;Riserva;90;75.0;Tuscany;Brunello di Montalcino;;Sangiovese;Pietranera;93
Moldova;Alb de Purcari;90;32.0;Moldova;;;White Blend;Purcari;81
Italy;Riserva;90;95.0;Tuscany;Brunello di Montalcino;;Sangiovese;Renieri;84
Italy;;90;60.0;Tuscany;Brunello di Montalcino;;Sangiovese;Podere Scopetone;81
Italy;;90;70.0;Tuscany;Brunello di Montalcino;;Sangiovese;Sesta di Sopra;92
US;Trois Fleurs;90;20.0;California;Santa Ynez Valley;Central Coast;White Blend;Carlson;97
France;Cuvée Setier;90;27.0;Rhône Valley;Côtes du Rhône Villages;;Rhône-style Red Blend;Château Pégau;92
France;Cuvée de Nalys;90;20.0;Rhône Valley;Châteauneuf-du-Pape;;Rhône-style Red Blend;Kirkland Signature;89
US;Kate's + B's;90;75.0;California;Alexander Valley;Sonoma;Cabernet Sauvignon;Medlock Ames;95
US;New Generation;90;28.0;California;Russian River Valley;Sonoma;Sauvignon Blanc;Passaggio;96
US;;90;60.0;California;Napa Valley;Napa;Chardonnay;Patland;94
US;Signpost;90;22.0;California;Sonoma Coast;Sonoma;Chardonnay;Trig Point;82
Spain;Mirlo Blanco;90;49.0;Spain Other;Spain;;White Blend;Valquejigoso;89
Hungary;Steiner;90;35.0;Sopron;;;Kekfrankos;Weninger;91
Italy;;90;90.0;Tuscany;Brunello di Montalcino;;Sangiovese;Tenuta di Sesta;85
US;;90;30.0;California;Russian River Valley;Sonoma;Chardonnay;Terlato;82
US;;90;35.0;California;Alexander Valley;Sonoma;Cabernet Sauvignon;The Calling;80
US;Elevation Annadel Gap Vineyard Estate;90;38.0;California;Sonoma Valley;Sonoma;Rhône-style Red Blend;Westwood;98
US;;90;22.0;California;Lodi;Central Valley;Tempranillo;Fenestra;88
Italy;Berardo Riserva;90;30.0;Tuscany;Chianti Classico;;Sangiovese;Castello di Bossi;85
Italy;;90;32.0;Tuscany;Vino Nobile di Montepulciano;;Red Blend;Cecchi;85
Italy;Riserva;90;35.0;Tuscany;Chianti Classico;;Sangiovese;Cafaggio;82
US;;87;36.0;Washington;Columbia Valley (WA);Columbia Valley;Cabernet Sauvignon;Dussek Family Cellars;96
US;Rapscallion;87;30.0;California;Paso Robles;Central Coast;Zinfandel;League of Rogues;81
US;;87;20.0;New York;Finger Lakes;Finger Lakes;Cabernet Franc;Serenity;89
US;Weinbau;87;32.0;Washington;Wahluke Slope;Columbia Valley;Grenache;Sol Stone;82
Spain;Yá Cuvée 23 Brut Rosé;87;18.0;Catalonia;Cava;;Sparkling Blend;Sumarroca;92
Spain;Crianza;87;27.0;Northern Spain;Ribera del Duero;;Tempranillo;Trus;85
US;;87;20.0;Washington;Columbia Valley (WA);Columbia Valley;Sauvignon Blanc;Va Piano;99
France;Cuvée Lucie;87;;Bordeaux;Médoc;;Bordeaux-style Red Blend;Les Hauts de Tousquiron;99
US;Chandler Vineyard;87;30.0;California;Livermore Valley;Central Coast;Chardonnay;McGrail;95
US;Freakshow;87;20.0;California;Lodi;Central Valley;Cabernet Sauvignon;Michael David;80
US;Reserve;87;23.0;Idaho;;;Cabernet Sauvignon;3 Horse Ranch Vineyards;90
US;Southern;87;22.0;Washington;Yakima Valley;Columbia Valley;Rhône-style White Blend;Cairdeas;99
Italy;Vigna Poggio Ronconi;87;75.0;Tuscany;Brunello di Montalcino;;Sangiovese;Citille di Sopra;95
Italy;Filo di Seta;87;98.0;Tuscany;Brunello di Montalcino;;Sangiovese;Castello Romitorio;96
France;;87;;Bordeaux;Graves;;Bordeaux-style White Blend;Château de Portets;98
US;;87;20.0;California;Paso Robles;Central Coast;Cabernet Sauvignon;Villa San Juliette;100
US;Unoaked;87;22.0;Idaho;;;Chardonnay;Hat Ranch;98
US;Chicken Dinner;87;16.0;Idaho;;;White Blend;Huston;96
Italy;Pagliatura;87;28.0;Tuscany;Maremma Toscana;;Vermentino;Fattoria di Magliano;98
Spain;Buleria Fino;87;25.0;Andalucia;Jerez;;Sherry;Bodegas Dios Baco S.L.;95
Italy;Scirè;87;17.0;Tuscany;Bolgheri;;Red Blend;Ceralti;81
US;Dry;87;17.0;Idaho;;;Riesling;Coiled;80
Spain;Crianza;87;15.0;Northern Spain;Ribera del Duero;;Tempranillo;Condado de Oriza;98
Spain;Premium;87;16.0;Andalucia;Manzanilla-Sanlúcar de Barrameda;;Sherry;Delgado Zuleta;82
Spain;Roble 4 Meses en Barrica;87;15.0;Northern Spain;Ribera del Duero;;Tempranillo Blend;Señorío de Sotillo;100
Spain;Brunus;87;28.0;Catalonia;Montsant;;Red Blend;Portal del Montsant;83
Italy;Riserva;87;52.0;Tuscany;Brunello di Montalcino;;Sangiovese;La Collina dei Lecci;95
Italy;Vigna Manapetra Riserva;87;58.0;Tuscany;Brunello di Montalcino;;Sangiovese;Fattoria La Lecciaia;90
Italy;;87;60.0;Tuscany;Brunello di Montalcino;;Sangiovese;Ferrero;90
Portugal;Superior;86;15.0;Douro;;;Rosé;Colinas do Douro;81
Italy;Senza Solfiti Aggiunti;86;15.0;Veneto;Soave;;White Blend;Latium di Morini;93
US;Cannon Block;86;26.0;California;Knights Valley;Sonoma;Chardonnay;Lawer;96
US;;86;32.0;California;South Coast;South Coast;Syrah;Hawk Watch Winery;100
Portugal;Conde Vimioso Colheita Seleccionada;86;10.0;Tejo;;;Portuguese Red;Falua;87
Argentina;Alma Mora;86;10.0;Other;San Juan;;Sauvignon Blanc;Finca Las Moras;82
US;;86;18.0;California;California;California Other;Moscato;The Naked Grape;96
Portugal;Duas Quintas Branco;86;12.0;Douro;;;Portuguese White;Ramos-Pinto;93
US;Estate Grown Cabernet;86;35.0;Washington;Red Mountain;Columbia Valley;Rosé;Obelisco Estate;94
US;;86;34.0;California;Dry Creek Valley;Sonoma;Aglianico;Orsi Family Vineyards;85
Argentina;;86;23.0;Mendoza Province;Mendoza;;Malbec;Bota Box;88
South Africa;;86;20.0;Walker Bay;;;Sauvignon Blanc;Bouchard Finlayson;93
US;Porter and Plot;86;31.0;California;Napa Valley;Napa;Cabernet Sauvignon;Winc;91
US;;86;24.0;California;Paso Robles;Central Coast;Viognier;Cass;90
US;;86;12.0;Washington;Columbia Valley (WA);Columbia Valley;Merlot;Castle Rock;100
US;Reserve;86;18.0;California;Mendocino County;Mendocino/Lake Counties;Pinot Noir;Angeline;96
France;;86;10.0;Southwest France;Côtes de Gascogne;;White Blend;Domaine de Lamothe;95
Argentina;;86;15.0;Mendoza Province;Mendoza;;Malbec;Don Miguel Gascón;88
US;Estate Vineyard;86;24.0;California;Paso Robles;Central Coast;Chardonnay;Eberle;95
Argentina;;86;14.0;Mendoza Province;Mendoza;;Torrontés;Finca la Malena;92
US;;86;14.0;California;Santa Ynez Valley;Central Coast;Sauvignon Blanc;Firestone;100
Portugal;Portal da Vinha;86;15.0;Alentejano;;;Portuguese Red;Companhia das Quintas;84
US;Osborn Ranch;86;38.0;California;Alexander Valley;Sonoma;Primitivo;DeLorimier;90
Portugal;Cabriz;86;13.0;Dão;;;Touriga Nacional;Global Wines;93
US;;86;12.0;California;California;California Other;Pinot Noir;Guenoc;87
US;The Deep Six;86;32.0;California;South Coast;South Coast;Red Blend;Hawk Watch Winery;87
France;;86;15.0;Southwest France;Bergerac Sec;;Semillon-Sauvignon Blanc;Lionel Osmin & Cie;96
US;;86;28.0;California;Dry Creek Valley;Sonoma;Barbera;Orsi Family Vineyards;99
Portugal;Oculto;86;;Tejo;;;Portuguese Red;Quinta do Arrobe;86
Portugal;;86;30.0;Douro;;;Portuguese Rosé;Quinta Nova de Nossa Senhora do Carmo;93
US;Charles Vineyard Clone O5;89;49.0;California;Anderson Valley;Mendocino/Lake Counties;Pinot Noir;Foursight;94
Greece;;89;17.0;Nemea;;;Agiorgitiko;Boutari;80
France;Bastide de Beauvert;89;11.0;Rhône Valley;Côtes du Rhône;;Grenache-Syrah;Les Vignobles Foncalieu;80
Italy;Montesodi;89;43.0;Tuscany;Toscana;;Sangiovese;Marchesi de' Frescobaldi;88
France;Les Gravels;89;19.0;Southwest France;Gaillac;;Red Blend;Domaine Rotier;98
France;Les Gravels;89;28.0;Southwest France;Gaillac;;White Blend;Domaine Rotier;88
Germany;Wehlener Sonnenuhr Kabinett;89;26.0;Mosel;;;Riesling;Dr. Pauly Bergweiler;81
Italy;Cuvée du Prince Metodo Classico;89;;Italy Other;Vino Spumante;;Prié Blanc;Cave du Vin Blanc de Morgex et de la Salle;85
US;;89;35.0;Oregon;Willamette Valley;Willamette Valley;Chardonnay;Aubichon Cellars;80
US;Cheval Rouge Reserve;89;30.0;California;Carmel Valley;Central Coast;Bordeaux-style Red Blend;Boëté;81
Italy;Coniale;89;55.0;Tuscany;Toscana;;Cabernet Sauvignon;Castellare di Castellina;85
France;La Guillotte;89;;Southwest France;Fronton;;Negrette;Château Bouissel;81
US;Nicholas Estate Reserve;89;46.0;Oregon;Chehalem Mountains;Willamette Valley;Pinot Noir;Anam Cara;87
US;;89;50.0;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Carden;80
US;Fourplay;89;43.0;California;Santa Ynez Valley;Central Coast;Red Blend;Carhartt Vineyard;92
Portugal;;89;45.0;Duriense;;;Syrah;Quinta da Romaneira;90
US;Thompson Vineyard;89;39.0;California;Santa Barbara County;Central Coast;Syrah;Rideau;83
Italy;Daniello;89;30.0;Tuscany;Toscana;;Red Blend;Tenuta di Trecciano;99
Italy;Il Tarabuso;89;45.0;Tuscany;Toscana;;Cabernet Sauvignon;Terre del Marchesato;88
Spain;;89;23.0;Catalonia;Priorat;;Red Blend;Vega Escal;92
France;Belleruche;89;15.0;Rhône Valley;Côtes du Rhône;;Grenache-Syrah;M. Chapoutier;83
US;Paderewski Vineyard;89;65.0;California;Paso Robles;Central Coast;Zinfandel;Epoch Estate Wines;86
Chile;Fina Reserva Ensamblaje Cabernet Sauvignon-Malbec-Syrah;89;19.0;Colchagua Valley;;;Red Blend;Estampa;82
US;;89;35.0;Oregon;Rogue Valley;Southern Oregon;Syrah;Ledger David;82
US;Martinelli;89;60.0;California;Paso Robles;Central Coast;Zinfandel;Lone Madrone;93
US;Momtazi Vineyard;89;44.0;Oregon;McMinnville;Willamette Valley;Pinot Noir;Kelley Fox;94
Spain;Val do Salnés;89;25.0;Galicia;Rías Baixas;;Albariño;Mar de Frades;93
Italy;Carmione;89;30.0;Tuscany;Toscana;;Red Blend;Pratesi;94
Spain;;89;12.0;Northern Spain;Ribera del Duero;;Tempranillo;Maitea;83
Spain;Brut;89;18.0;Catalonia;Cava;;Sparkling Blend;Castellroig;97
US;Dutton Ranch Mill Station Vineyard;92;30.0;California;Green Valley;Sonoma;Chardonnay;Martin Ray;87
France;Brandluft Vieilles Vignes;92;;Alsace;Alsace;;Riesling;Boeckel;88
Portugal;Vinhas Velhas Grande Reserva;92;23.0;Douro;;;Portuguese Red;Castello d'Alba;82
US;Black Chicken;92;45.0;California;Napa Valley;Napa;Zinfandel;Robert Biale;97
US;Cambium;92;125.0;California;Napa Valley;Napa;Bordeaux-style Red Blend;Sequoia Grove;94
US;;92;98.0;California;Atlas Peak;Napa;Cabernet Sauvignon;VinRoc;80
US;Fergalicious;92;40.0;California;Santa Ynez Valley;Central Coast;Red Blend;Ferguson Crest;98
Canada;Cave Spring Vineyard Estate Bottled VQA;92;17.0;Ontario;Beamsville Bench;;Riesling;Cave Spring;97
US;Loner W11-B;92;60.0;California;Santa Maria Valley;Central Coast;Chardonnay;Sanguis;81
Portugal;;92;70.0;Douro;;;Portuguese Red;Quinta da Romaneira;88
US;Hyde Vineyard;92;68.0;California;Carneros;Napa-Sonoma;Chardonnay;Ram's Gate;95
Portugal;Vinha Pan;92;40.0;Beiras;;;Baga;Luis Pato;87
US;White Hawk Vineyard;92;45.0;California;Santa Barbara County;Central Coast;Syrah;Vie Winery;92
US;Celilo Vineyard;92;66.0;Washington;Columbia Gorge (WA);Washington Other;Chardonnay;Woodward Canyon;84
France;Bruderbach Clos des Frères;92;29.0;Alsace;Alsace;;Riesling;Domaine Loew;98
France;Jubiléé;92;63.0;Alsace;Alsace;;Riesling;Hugel;92
